ENSG00000011258,nonsignificant
ENSG00000012660,significant
ENSG00000014138,significant
ENSG00000017260,dubious
ENSG00000017797,dubious
ENSG00000025293,nonsignificant
ENSG00000005075,dubious
ENSG00000005243,dubious
ENSG00000006607,nonsignificant
ENSG00000006695,nonsignificant
ENSG00000006744,dubious
ENSG00000007384,nonsignificant
ENSG00000011243,nonsignificant
ENSG00000014216,nonsignificant
ENSG00000014824,nonsignificant
ENSG00000015171,nonsignificant
ENSG00000018408,dubious
ENSG00000032219,dubious
ENSG00000008086,nonsignificant
ENSG00000009335,dubious
ENSG00000010072,nonsignificant
ENSG00000010244,nonsignificant
ENSG00000010932,nonsignificant
ENSG00000011105,nonsignificant
ENSG00000004534,nonsignificant
ENSG00000004866,nonsignificant
ENSG00000004897,nonsignificant
ENSG00000005206,dubious
ENSG00000011114,nonsignificant
ENSG00000015520,significant
ENSG00000005187,nonsignificant
ENSG00000005700,nonsignificant
ENSG00000005812,nonsignificant
ENSG00000006530,nonsignificant
ENSG00000010610,dubious
ENSG00000011405,nonsignificant
ENSG00000009844,nonsignificant
ENSG00000010219,significant
ENSG00000010818,nonsignificant
ENSG00000011007,dubious
ENSG00000013441,significant
ENSG00000013619,significant
ENSG00000010165,nonsignificant
ENSG00000011304,nonsignificant
ENSG00000011422,dubious
ENSG00000011451,significant
ENSG00000012061,dubious
ENSG00000012822,dubious
ENSG00000021852,dubious
ENSG00000035141,nonsignificant
ENSG00000037474,dubious
ENSG00000039523,dubious
ENSG00000047457,dubious
ENSG00000051108,significant
ENSG00000006007,nonsignificant
ENSG00000006125,nonsignificant
ENSG00000006210,significant
ENSG00000007933,dubious
ENSG00000008441,significant
ENSG00000008853,nonsignificant
ENSG00000005893,nonsignificant
ENSG00000006576,nonsignificant
ENSG00000006634,significant
ENSG00000007866,significant
ENSG00000011132,significant
ENSG00000012232,significant
ENSG00000008018,significant
ENSG00000009694,dubious
ENSG00000010810,significant
ENSG00000011275,significant
ENSG00000012048,dubious
ENSG00000017427,dubious
ENSG00000011566,nonsignificant
ENSG00000013563,dubious
ENSG00000018280,significant
ENSG00000025423,nonsignificant
ENSG00000029363,significant
ENSG00000037637,dubious
